post_id,post_page_url,username,base_models,image_count,image_ids,first_created_at,last_created_at,checkpoints,loras,unique_resources,prompts_by_image,negative_prompts_by_image,unique_inline_prompt_loras
14208974,https://civitai.com/posts/14208974,Enigmata,NoobAI,1,[63699712],2025-03-15T18:27:43.319Z,2025-03-15T18:27:43.319Z,Checkpoint: NoobAI-XL (NAI-XL) / V-Pred-1.0-Version,LORA: Stabilizer IL/NAI/CK / nbep11 v0.138 [weight=0.4] | LORA: Takashiro Hiroko (Hentai: Bible Black) NoobAI-XL (Eps Illustrious / V-pred) / NoobAIXL V-pred,Checkpoint: NoobAI-XL (NAI-XL) / V-Pred-1.0-Version | LORA: Stabilizer IL/NAI/CK / nbep11 v0.138 [weight=0.4] | LORA: Takashiro Hiroko (Hentai: Bible Black) NoobAI-XL (Eps Illustrious / V-pred) / NoobAIXL V-pred,"[{""imageId"": 63699712, ""prompt"": ""masterpiece, good quality, best quality, absurdres, highres, very awa, bloom, shadow,\ntakashiro hiroko, 1girl, mature female, solo, holding book, cowboy shot,  hand up, V,\nlooking at viewer, smile, blush, head tilt,\npurple eyes, long hair, red hair, earrings,\nblouse, bowtie, blazer, red skirt, taut skirt, black thighhighs, garter straps,\ncurvy, large breasts,\nschool, window, sky, sunlight, city, complex background, sunset,\n<lora:Takashiro Hiroko 3216 NoobAIXL Vpred:1> <lora:noobai_ep11_stabilizer_v0.138_fp16:0.4>""}]","[{""imageId"": 63699712, ""negativePrompt"": ""worst aesthetic, worst quality, low quality, bad quality, lowres, dutch angle, extra digits, 6 fingers, 6 toes, flat color, traditional media, blurry, japanese text, text, watermark""}]","[{""type"": ""LoRA"", ""name"": ""Takashiro Hiroko 3216 NoobAIXL Vpred"", ""weight"": 1.0, ""weightText"": ""1"", ""tag"": ""<lora:Takashiro Hiroko 3216 NoobAIXL Vpred:1>""}, {""type"": ""LoRA"", ""name"": ""noobai_ep11_stabilizer_v0.138_fp16"", ""weight"": 0.4, ""weightText"": ""0.4"", ""tag"": ""<lora:noobai_ep11_stabilizer_v0.138_fp16:0.4>""}]"
