image_id,post_id,created_at,image_page_url,post_page_url,username,base_model,generation_process,checkpoint,loras,prompt_tags,resources_used,prompt,negative_prompt,inline_prompt_loras
63699712,14208974,2025-03-15T18:27:43.319Z,https://civitai.com/images/63699712,https://civitai.com/posts/14208974,Enigmata,NoobAI,txt2img + Hi-Res,Checkpoint: NoobAI-XL (NAI-XL) / V-Pred-1.0-Version,LORA: Stabilizer IL/NAI/CK / nbep11 v0.138 [weight=0.4] | LORA: Takashiro Hiroko (Hentai: Bible Black) NoobAI-XL (Eps Illustrious / V-pred) / NoobAIXL V-pred,Takashiro Hiroko 3216 NoobAIXL Vpred | noobai_ep11_stabilizer_v0.138_fp16,Checkpoint: NoobAI-XL (NAI-XL) / V-Pred-1.0-Version | LORA: Stabilizer IL/NAI/CK / nbep11 v0.138 [weight=0.4] | LORA: Takashiro Hiroko (Hentai: Bible Black) NoobAI-XL (Eps Illustrious / V-pred) / NoobAIXL V-pred,"masterpiece, good quality, best quality, absurdres, highres, very awa, bloom, shadow,
takashiro hiroko, 1girl, mature female, solo, holding book, cowboy shot,  hand up, V,
looking at viewer, smile, blush, head tilt,
purple eyes, long hair, red hair, earrings,
blouse, bowtie, blazer, red skirt, taut skirt, black thighhighs, garter straps,
curvy, large breasts,
school, window, sky, sunlight, city, complex background, sunset,
<lora:Takashiro Hiroko 3216 NoobAIXL Vpred:1> <lora:noobai_ep11_stabilizer_v0.138_fp16:0.4>","worst aesthetic, worst quality, low quality, bad quality, lowres, dutch angle, extra digits, 6 fingers, 6 toes, flat color, traditional media, blurry, japanese text, text, watermark","[{""type"": ""LoRA"", ""name"": ""Takashiro Hiroko 3216 NoobAIXL Vpred"", ""weight"": 1.0, ""weightText"": ""1"", ""tag"": ""<lora:Takashiro Hiroko 3216 NoobAIXL Vpred:1>""}, {""type"": ""LoRA"", ""name"": ""noobai_ep11_stabilizer_v0.138_fp16"", ""weight"": 0.4, ""weightText"": ""0.4"", ""tag"": ""<lora:noobai_ep11_stabilizer_v0.138_fp16:0.4>""}]"
